#
# National Water Information System
# 2013/12/17
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	parm_nm	fxd_va	fxd_tx
84164	Sampler type	4075.0	Submersible piston pump
84164	Sampler type	4080.0	Peristaltic pump
84164	Sampler type	4090.0	Jet pump
84164	Sampler type	4095.0	Line-shaft turbine pump
84164	Sampler type	4100.0	Flowing well
84164	Sampler type	4110.0	Resin trap collector
84164	Sampler type	4115.0	Sampler, point, automatic
84164	Sampler type	5010.0	Box core, long
84164	Sampler type	5020.0	Box core, short
84164	Sampler type	5030.0	Gravity core
84164	Sampler type	5040.0	Piston core
84164	Sampler type	5050.0	Push core
84164	Sampler type	6000.0	Bed Material -- Scoop Shovel
84164	Sampler type	6010.0	Bed Material -- Scoop TM (Epoxy coated metal sampler)
84164	Sampler type	6020.0	Bed Material -- Scoop Teflon
84164	Sampler type	6030.0	Bed Material -- Pipe Dredge
84164	Sampler type	6040.0	Bed Material -- Dredge-Cooper Scooper
84164	Sampler type	6050.0	Bed Material -- Ponar Grab
84164	Sampler type	6060.0	Bed Material -- Ekman Grab
84164	Sampler type	6070.0	Bed Material -- Box Core Grab
84164	Sampler type	6080.0	Bed Material -- Peterson Grab
84164	Sampler type	6090.0	Bed Material -- Van Veen Grab
84164	Sampler type	6100.0	US SAH-97 FISP Hand-held gravelometer 14 square holes for sizes from 2 to 180 mm
84164	Sampler type	8000.0	None
84164	Sampler type	8010.0	Other
84164	Sampler type	8020.0	Mulitple samplers used
84171	Sample splitter type	10.0	Churn splitter, plastic, 8 liter, cooler-type spigot
84171	Sample splitter type	20.0	Churn splitter, plastic, 14 liter, cooler-type spigot
84171	Sample splitter type	30.0	Churn splitter, plastic, 8 liter, cubitainer-type spigot
84171	Sample splitter type	40.0	Churn splitter, plastic, 14 liter, cubitainer-type spigot
84171	Sample splitter type	50.0	Churn splitter, fluoropolymer, 8 liter
84171	Sample splitter type	60.0	Churn splitter, fluoropolymer, 14 liter, US SS-1
84171	Sample splitter type	70.0	Cone splitter, plastic
84171	Sample splitter type	80.0	Cone splitter, fluoropolymer
84171	Sample splitter type	90.0	Sieve, wet
84171	Sample splitter type	100.0	Sieve, dry
84171	Sample splitter type	110.0	Riffle splitter (Jones)
84171	Sample splitter type	200.0	Other
84172	Air sampler filter	10.0	GFF, Glass fiber filter
84172	Air sampler filter	20.0	QFF, Quartz fiber filter
84172	Air sampler filter	30.0	TF, Teflon filter
84172	Air sampler filter	40.0	Other
84173	Air sampler sorbent	10.0	PUF, Polyurethane foam
84173	Air sampler sorbent	20.0	PUF/XAD, polyurethane foam plug/XAD resin/PUF plug sandwich
84173	Air sampler sorbent	30.0	XAD, XAD resin
84173	Air sampler sorbent	40.0	Tenax, Tenax GC resin
84173	Air sampler sorbent	50.0	Oasis, Hydrophilic-Lipophilic Balance Sorbent (HLB) resin
84173	Air sampler sorbent	60.0	Other
84174	POCIS sorbent type	10.0	Oasis, Hydrophilic-Lipophilic Balance Sorbent (HLB) resin
84174	POCIS sorbent type	20.0	80% Isolute ENV+ and 20% Ambersorb Carbon on Biobeads
84175	Lake thermal layer	10.0	Epilimnion - Upper thermal lake layer
84175	Lake thermal layer	20.0	Metalimnion - Middle thermal lake layer
84175	Lake thermal layer	30.0	Hypolimnion - Lower thermal lake layer
84176	Oil slick on water, severity	0.0	None
84176	Oil slick on water, severity	1.0	Light sheen
84176	Oil slick on water, severity	2.0	Heavy sheen
84176	Oil slick on water, severity	3.0	Light slick
84176	Oil slick on water, severity	4.0	Heavy slick
84177	Oil slick on shore, severity	0.0	None
84177	Oil slick on shore, severity	1.0	Mild
84177	Oil slick on shore, severity	2.0	Moderate
84177	Oil slick on shore, severity	3.0	Serious
84177	Oil slick on shore, severity	4.0	Extreme
84178	Floating vegetation, severity	0.0	None
84178	Floating vegetation, severity	1.0	Mild
84178	Floating vegetation, severity	2.0	Moderate
84178	Floating vegetation, severity	3.0	Serious
84178	Floating vegetation, severity	4.0	Extreme
84180	Soil horizon	1000.0	O horizon
84180	Soil horizon	1100.0	Oa horizon
84180	Soil horizon	1200.0	Oe horizon
84180	Soil horizon	1300.0	Oi horizon
84180	Soil horizon	2000.0	A horizon
84180	Soil horizon	3000.0	E horizon
84180	Soil horizon	4000.0	B horizon
84180	Soil horizon	4010.0	Upper B horizon
84180	Soil horizon	4020.0	Mid B horizon
84180	Soil horizon	4030.0	Lower B horizon
84180	Soil horizon	4100.0	Bc horizon
84180	Soil horizon	4200.0	Bh horizon
84180	Soil horizon	4250.0	Bhs horizon
84180	Soil horizon	4251.0	Bhs1 horizon
84180	Soil horizon	4252.0	Bhs2 horizon
84180	Soil horizon	4300.0	BI horizon
84180	Soil horizon	4400.0	Bs horizon
84180	Soil horizon	4410.0	Bs1(1) horizon
84180	Soil horizon	4500.0	Bu horizon
84180	Soil horizon	4600.0	Bw horizon
84180	Soil horizon	4610.0	Bw1 horizon
84180	Soil horizon	4620.0	Bw1(2) horizon
84180	Soil horizon	4630.0	Bw2(1) horizon
84180	Soil horizon	4640.0	Bw2(2) horizon
84180	Soil horizon	4990.0	BC horizon
84180	Soil horizon	5000.0	C horizon
84180	Soil horizon	5200.0	Cd horizon
84180	Soil horizon	5700.0	Cu horizon
84180	Soil horizon	6000.0	R horizon
84181	Reel and transit method	101.0	A-pack Reel, Manual; 3 bolt base, used with weights 50 lbs. or less
84181	Reel and transit method	102.0	Canfield Reel, Manual; Cableway hangar, used with weights 50 lbs. or less
84181	Reel and transit method	103.0	A-55 Reel, Manual; 4 bolt base, used with weights 100 lbs. or less
84181	Reel and transit method	201.0	B-56 Reel, Manual; weights of 200 lbs. or less
84181	Reel and transit method	202.0	B-56 Reel, Powered, J&H Single Speed; weights of 200 lbs. or less
84181	Reel and transit method	203.0	B-56 Reel, Powered, USGS Variable Speed; weights of 200 lbs. or less
84181	Reel and transit method	301.0	E-53 Reel, Powered, J&H Single Speed; weights of 300 lbs. or less
84181	Reel and transit method	302.0	E-53 Reel, Powered, USGS Variable Speed; weights of 300 lbs.or less
84182	Bottle/bag sampler material	1.0	Glass
84182	Bottle/bag sampler material	2.0	Plastic
84182	Bottle/bag sampler material	3.0	Fluoropolymer
84182	Bottle/bag sampler material	4.0	Other
84183	Plant water extraction method	1.0	Transpiration stream capture
84183	Plant water extraction method	2.0	Solar distillation
84183	Plant water extraction method	3.0	Toluene distillation
84183	Plant water extraction method	4.0	Cryodistillation
84183	Plant water extraction method	5.0	Centrifugation
84183	Plant water extraction method	99.0	Other
91112	Lat-long datum	27.0	North American Datum of 1927 (NAD27)
91112	Lat-long datum	83.0	North American Datum of 1983 (NAD83)
91112	Lat-long datum	100.0	Old Alaska (Mainland) and Aleutian Islands Datum (OLDAK)
91112	Lat-long datum	110.0	Old Hawaii (OLDHI)
91112	Lat-long datum	120.0	Old Puerto Rico and Virgin Islands Datum - (OLDPR)
91112	Lat-long datum	130.0	Old American Samoa Datum (OLDSAMOA)
91112	Lat-long datum	140.0	Old Guam Datum (OLDGUAM)
91113	Lat-long method	10.0	Calculated from land net (C)
91113	Lat-long method	20.0	Differentially corrected Global Positioning Sys (GPS) (D)
91113	Lat-long method	30.0	Global positioning system, uncorrected SPS and PPS (G)
91113	Lat-long method	40.0	Long-range navigation system (L)
91113	Lat-long method	50.0	Interpolated from map (M)
91113	Lat-long method	60.0	Interpolated from digital map (N)
91113	Lat-long method	70.0	Reported (R)
91113	Lat-long method	80.0	Transit, theodolite, or other surveying method (S)
91113	Lat-long method	99.0	Unknown (U)
91114	Lat-long accuracy	1.0	Accurate to +/- 1 second (S)
91114	Lat-long accuracy	3.0	Accurate to +/- 3 seconds (Std positioning svc SPS GPS) (R)
91114	Lat-long accuracy	5.0	Accurate to +/- 5 seconds (F)
91114	Lat-long accuracy	10.0	Accurate to +/-10 seconds (T)
91114	Lat-long accuracy	60.0	Accurate to +/- 1 minute (M)
91114	Lat-long accuracy	99.0	Unknown (U)
99100	Type of blank solution	10.0	Inorganic-free water
99100	Type of blank solution	20.0	Standard reference water sample
99100	Type of blank solution	30.0	Matched matrix
99100	Type of blank solution	40.0	Organic-free water
99100	Type of blank solution	50.0	VOC-free water (nitrogen-purged organic-free water)
99100	Type of blank solution	60.0	Sterile saline buffered water
99100	Type of blank solution	70.0	Sterile buffered water PO4/MgCl2
99100	Type of blank solution	80.0	Universal Blank Water (discontinued June 1, 2006)
99100	Type of blank solution	100.0	Inorganic-free water + organic-free water
99100	Type of blank solution	110.0	Inorganic-free+nitrogen-purged organic-free water(voc-free)
99100	Type of blank solution	120.0	Organic-free+nitrogen-purged organic-free water(voc-free)
99100	Type of blank solution	130.0	Inorganic-free+org-free+nit-purged org-free water(voc-free)
99100	Type of blank solution	200.0	Other
99101	Source of blank solution	10.0	National water quality lab (USGS)
99101	Source of blank solution	20.0	U.S. Environmental Protection Agency
99101	Source of blank solution	30.0	Standard Reference Water Sample (USGS)
99101	Source of blank solution	35.0	Mix of standard reference water samples
99101	Source of blank solution	40.0	NIST (formerly NBS)
99101	Source of blank solution	50.0	Canadian Inland Waters
99101	Source of blank solution	55.0	USGS Mercury Research lab (Wisconsin district)
99101	Source of blank solution	60.0	District lab
99101	Source of blank solution	61.0	Subdistrict #1 lab
99101	Source of blank solution	62.0	Subdistrict #2 lab
99101	Source of blank solution	63.0	Subdistrict #3 lab
99101	Source of blank solution	64.0	Subdistrict #4 lab
99101	Source of blank solution	70.0	Natural sample
99101	Source of blank solution	71.0	Field office #1 lab
99101	Source of blank solution	72.0	Field office #2 lab
99101	Source of blank solution	73.0	Field office #3 lab
99101	Source of blank solution	74.0	Field office #4 lab
99101	Source of blank solution	80.0	Ocala lab (USGS)
99101	Source of blank solution	99.99	Unknown
99101	Source of blank solution	100.0	Chemical supplier
99101	Source of blank solution	110.0	Burdick and Jackson
99101	Source of blank solution	120.0	J.T. Baker
99101	Source of blank solution	130.0	EM Science
99101	Source of blank solution	140.0	EMD Chemicals, Inc/Omnisolve
99101	Source of blank solution	150.0	Ricca Chemical Company
99101	Source of blank solution	200.0	Other
99102	Type of blank sample	1.0	Source solution
99102	Type of blank sample	10.0	Shelf (hold)
99102	Type of blank sample	20.0	Refrigerator
99102	Type of blank sample	30.0	Trip
99102	Type of blank sample	40.0	Sampler
99102	Type of blank sample	50.0	Splitter
99102	Type of blank sample	60.0	Filter
99102	Type of blank sample	70.0	Preservation
99102	Type of blank sample	80.0	Equipment
99102	Type of blank sample	90.0	Ambient
99102	Type of blank sample	100.0	Field
99102	Type of blank sample	150.0	lab blank
99102	Type of blank sample	200.0	Other
99103	Source of reference material	10.0	National water quality lab (USGS)
99103	Source of reference material	15.0	Kansas Organic Geochemistry Research Lab (USGS)
99103	Source of reference material	20.0	U.S. Environmental Protection Agency
99103	Source of reference material	30.0	Standard Reference Water Sample (USGS)
99103	Source of reference material	35.0	Mix of standard reference water samples
99103	Source of reference material	40.0	NIST (formerly NBS)
99103	Source of reference material	50.0	Canadian Inland Waters
99103	Source of reference material	60.0	District lab
99103	Source of reference material	70.0	Natural sample
99103	Source of reference material	80.0	Ocala lab (USGS)
99103	Source of reference material	99.99	Unknown
99103	Source of reference material	100.0	Chemical supplier
99103	Source of reference material	200.0	Other
99105	Type of replicate	10.0	Concurrent
99105	Type of replicate	20.0	Sequential
99105	Type of replicate	30.0	Split
99105	Type of replicate	40.0	Split-concurrent
99105	Type of replicate	50.0	Split-sequential
99105	Type of replicate	200.0	Other
99106	Type of spike	10.0	Field
99106	Type of spike	20.0	Laboratory
99106	Type of spike	30.0	Surrogate
99106	Type of spike	40.0	Internal standards
99106	Type of spike	200.0	Other
99107	Spike source	10.0	National Water Quality Lab (USGS)
99107	Spike source	15.0	Kansas Organic Geochemistry Research Lab (USGS)
99107	Spike source	20.0	U.S. Environmental Protection Agency
99107	Spike source	25.0	Ohio Water Microbiology Lab (USGS)
99107	Spike source	30.0	Standard Reference Water Sample (USGS)
99107	Spike source	35.0	Mix of standard reference water samples
99107	Spike source	40.0	NIST (formerly NBS)
99107	Spike source	50.0	Canadian Inland Waters
99107	Spike source	60.0	District lab
99107	Spike source	70.0	Natural sample
99107	Spike source	80.0	Ocala Lab (USGS)
99107	Spike source	99.99	Unknown
99107	Spike source	100.0	Chemical supplier
99107	Spike source	110.0	SUPELCO
99107	Spike source	120.0	Protocol Analytical Supplies, Inc.
99107	Spike source	200.0	Other
99111	Type of QA data	1.0	No associated QA data
99111	Type of QA data	10.0	Blank
99111	Type of QA data	20.0	Blind sample
99111	Type of QA data	30.0	Replicate sample
99111	Type of QA data	40.0	Spike sample
99111	Type of QA data	100.0	More than one type of qa sample
99111	Type of QA data	110.0	Cross-section information stored
99111	Type of QA data	120.0	Well purge information stored
99111	Type of QA data	200.0	Other
99112	Topical QC data purpose	1.0	Routine QC (non-topical)
99112	Topical QC data purpose	10.0	Topical QC for high bias (contamination)
99112	Topical QC data purpose	20.0	Topical QC for low bias (recovery)
99112	Topical QC data purpose	100.0	Topical QC for variability due to field equipment
99112	Topical QC data purpose	110.0	Topical QC for variability due to field collection proc.
99112	Topical QC data purpose	120.0	Topical QC for variability due to field personnel
99112	Topical QC data purpose	130.0	Topical QC for variability due to field processing proc.
99112	Topical QC data purpose	140.0	Topical QC for variability due to ship. & handling proc.
99112	Topical QC data purpose	200.0	Topical QC for variability due to laboratory
99112	Topical QC data purpose	900.0	Other topical qc purpose
